"","Nationality","Date.1","Artist"
"86709","Chinese",2008,"Qiu Anxiong"
"86710","Chinese",2008,"Qiu Anxiong"
"86711","Chinese",2008,"Qiu Anxiong"
"86712","Chinese",2008,"Qiu Anxiong"
"86713","Chinese",2008,"Qiu Anxiong"
"86714","Chinese",2008,"Qiu Anxiong"
"86715","Chinese",2008,"Qiu Anxiong"
"86716","Chinese",2008,"Qiu Anxiong"
"86717","American",2009,"Chitra Ganesh"
"86718","American",2009,"Chitra Ganesh"
"86719","American",2009,"Chitra Ganesh"
"86720","American",2009,"Chitra Ganesh"
"86721","American",2009,"Chitra Ganesh"
"86722","American",2009,"Chitra Ganesh"
"86723","American",2009,"Chitra Ganesh"
"86724","American",2009,"Chitra Ganesh"
"86725","American",2009,"Chitra Ganesh"
"86726","American",2009,"Chitra Ganesh"
"86727","American",2009,"Chitra Ganesh"
"86728","Swiss",2000,"Urs Fischer"
"86729","Swiss",2007,"Urs Fischer"
"86730","Venezuelan",1968,"Paolo Gasparini"
"86731","Venezuelan",1968,"Paolo Gasparini"
"86733","Belgian",1999,"Francis Al<U+00FF>s"
"86734","Belgian",1999,"Francis Al<U+00FF>s"
"86735","Belgian",1999,"Francis Al<U+00FF>s"
"86736","Belgian",1999,"Francis Al<U+00FF>s"
"86737","Belgian",1999,"Francis Al<U+00FF>s"
"86738","Belgian",1999,"Francis Al<U+00FF>s"
"86739","Belgian",1999,"Francis Al<U+00FF>s"
"86740","Belgian",1999,"Francis Al<U+00FF>s"
"86741","Belgian",1999,"Francis Al<U+00FF>s"
"86742","Belgian",1999,"Francis Al<U+00FF>s"
"86743","Belgian",1999,"Francis Al<U+00FF>s"
"86744","Belgian",1999,"Francis Al<U+00FF>s"
"86745","Belgian",1999,"Francis Al<U+00FF>s"
"86746","Belgian",1999,"Francis Al<U+00FF>s"
"86747","Belgian",1999,"Francis Al<U+00FF>s"
"86748","Belgian",1999,"Francis Al<U+00FF>s"
"86749","Belgian",1999,"Francis Al<U+00FF>s"
"86750","Belgian",1999,"Francis Al<U+00FF>s"
"86751","Belgian",1999,"Francis Al<U+00FF>s"
"86752","Belgian",1999,"Francis Al<U+00FF>s"
"86753","Belgian",1999,"Francis Al<U+00FF>s"
"86754","Belgian",1999,"Francis Al<U+00FF>s"
"86755","Belgian",1999,"Francis Al<U+00FF>s"
"86756","Belgian",1999,"Francis Al<U+00FF>s"
"86757","Belgian",1999,"Francis Al<U+00FF>s"
"86758","Belgian",1999,"Francis Al<U+00FF>s"
"86759","Belgian",1999,"Francis Al<U+00FF>s"
"86760","Belgian",1999,"Francis Al<U+00FF>s"
"86761","Belgian",1999,"Francis Al<U+00FF>s"
"86762","Belgian",1999,"Francis Al<U+00FF>s"
"86763","Belgian",1999,"Francis Al<U+00FF>s"
"86764","Belgian",1999,"Francis Al<U+00FF>s"
"86765","Belgian",1999,"Francis Al<U+00FF>s"
"86766","Belgian",1999,"Francis Al<U+00FF>s"
"86767","Belgian",1999,"Francis Al<U+00FF>s"
"86768","Belgian",1999,"Francis Al<U+00FF>s"
"86769","Belgian",1999,"Francis Al<U+00FF>s"
"86770","Belgian",1999,"Francis Al<U+00FF>s"
"86771","Belgian",1999,"Francis Al<U+00FF>s"
"86772","Belgian",1999,"Francis Al<U+00FF>s"
"86773","Belgian",1999,"Francis Al<U+00FF>s"
"86774","Belgian",1999,"Francis Al<U+00FF>s"
"86775","Belgian",1999,"Francis Al<U+00FF>s"
"86776","Belgian",1999,"Francis Al<U+00FF>s"
"86777","Belgian",1999,"Francis Al<U+00FF>s"
"86778","Belgian",1999,"Francis Al<U+00FF>s"
"86779","Belgian",1999,"Francis Al<U+00FF>s"
"86780","Belgian",1999,"Francis Al<U+00FF>s"
"86781","Belgian",1999,"Francis Al<U+00FF>s"
"86782","Belgian",1999,"Francis Al<U+00FF>s"
"86783","Belgian",1999,"Francis Al<U+00FF>s"
"86784","Belgian",1999,"Francis Al<U+00FF>s"
"86785","Belgian",1999,"Francis Al<U+00FF>s"
"86786","Belgian",1999,"Francis Al<U+00FF>s"
"86787","Belgian",1999,"Francis Al<U+00FF>s"
"86788","Belgian",1999,"Francis Al<U+00FF>s"
"86789","Belgian",1999,"Francis Al<U+00FF>s"
"86790","Belgian",1999,"Francis Al<U+00FF>s"
"86791","Belgian",1999,"Francis Al<U+00FF>s"
"86792","Belgian",1999,"Francis Al<U+00FF>s"
"86793","Belgian",2002,"Francis Al<U+00FF>s"
"86794","Belgian",2002,"Francis Al<U+00FF>s"
"86795","Belgian",2002,"Francis Al<U+00FF>s"
"86796","Belgian",2002,"Francis Al<U+00FF>s"
"86797","Belgian",2002,"Francis Al<U+00FF>s"
"86798","Belgian",2002,"Francis Al<U+00FF>s"
"86799","Belgian",2002,"Francis Al<U+00FF>s"
"86800","Belgian",2002,"Francis Al<U+00FF>s"
"86801","Belgian",2002,"Francis Al<U+00FF>s"
"86802","Belgian",2002,"Francis Al<U+00FF>s"
"86803","Belgian",2002,"Francis Al<U+00FF>s"
"86804","Belgian",2002,"Francis Al<U+00FF>s"
"86805","Belgian",2002,"Francis Al<U+00FF>s"
"86806","Belgian",2002,"Francis Al<U+00FF>s"
"86807","Belgian",2002,"Francis Al<U+00FF>s"
"86808","Belgian",2002,"Francis Al<U+00FF>s"
"86809","Belgian",2002,"Francis Al<U+00FF>s"
"86810","Belgian",2002,"Francis Al<U+00FF>s"
"86811","Belgian",2002,"Francis Al<U+00FF>s"
"86812","Belgian",2002,"Francis Al<U+00FF>s"
"86813","Belgian",2002,"Francis Al<U+00FF>s"
"86814","Belgian",2002,"Francis Al<U+00FF>s"
"86815","Belgian",2002,"Francis Al<U+00FF>s"
"86816","Belgian",2002,"Francis Al<U+00FF>s"
"86817","Belgian",2002,"Francis Al<U+00FF>s"
"86818","Belgian",2002,"Francis Al<U+00FF>s"
"86819","Belgian",2002,"Francis Al<U+00FF>s"
"86820","Belgian",2002,"Francis Al<U+00FF>s"
"86821","Belgian",2002,"Francis Al<U+00FF>s"
"86822","Belgian",2002,"Francis Al<U+00FF>s"
"86823","Belgian",2002,"Francis Al<U+00FF>s"
"86824","Belgian",2002,"Francis Al<U+00FF>s"
"86825","Belgian",2002,"Francis Al<U+00FF>s"
"86826","Belgian",2002,"Francis Al<U+00FF>s"
"86827","Belgian",2002,"Francis Al<U+00FF>s"
"86828","Belgian",2002,"Francis Al<U+00FF>s"
"86829","Belgian",2002,"Francis Al<U+00FF>s"
"86830","Belgian",2002,"Francis Al<U+00FF>s"
"86831","Belgian",2002,"Francis Al<U+00FF>s"
"86832","Belgian",2002,"Francis Al<U+00FF>s"
"86833","Belgian",2002,"Francis Al<U+00FF>s"
"86834","Belgian",2002,"Francis Al<U+00FF>s"
"86835","Belgian",2002,"Francis Al<U+00FF>s"
"86836","Belgian",2002,"Francis Al<U+00FF>s"
"86837","Belgian",2002,"Francis Al<U+00FF>s"
"86838","Belgian",2002,"Francis Al<U+00FF>s"
"86839","Belgian",2002,"Francis Al<U+00FF>s"
"86840","Belgian",2002,"Francis Al<U+00FF>s"
"86841","Belgian",2002,"Francis Al<U+00FF>s"
"86842","Belgian",2002,"Francis Al<U+00FF>s"
"86843","Belgian",2002,"Francis Al<U+00FF>s"
"86844","Belgian",2002,"Francis Al<U+00FF>s"
"86845","Belgian",2002,"Francis Al<U+00FF>s"
"86846","Belgian",2002,"Francis Al<U+00FF>s"
"86847","Belgian",2002,"Francis Al<U+00FF>s"
"86848","Belgian",2002,"Francis Al<U+00FF>s"
"86849","Belgian",2002,"Francis Al<U+00FF>s"
"86850","Belgian",2002,"Francis Al<U+00FF>s"
"86851","Belgian",2002,"Francis Al<U+00FF>s"
"86852","Belgian",2002,"Francis Al<U+00FF>s"
"86853","Belgian",2002,"Francis Al<U+00FF>s"
"86854","Belgian",2002,"Francis Al<U+00FF>s"
"86855","Belgian",2001,"Francis Al<U+00FF>s"
"86857","Belgian",2001,"Francis Al<U+00FF>s"
"86858","Belgian",2001,"Francis Al<U+00FF>s"
"86859","Belgian",2001,"Francis Al<U+00FF>s"
"86861","Belgian",2001,"Francis Al<U+00FF>s"
"86862","Belgian",2001,"Francis Al<U+00FF>s"
"86863","Belgian",2001,"Francis Al<U+00FF>s"
"86864","Belgian",2001,"Francis Al<U+00FF>s"
"86865","Belgian",2001,"Francis Al<U+00FF>s"
"86866","Belgian",2001,"Francis Al<U+00FF>s"
"86867","Belgian",2001,"Francis Al<U+00FF>s"
"86868","Belgian",2001,"Francis Al<U+00FF>s"
"86869","Belgian",2001,"Francis Al<U+00FF>s"
"86870","Belgian",2001,"Francis Al<U+00FF>s"
"86871","Belgian",2001,"Francis Al<U+00FF>s"
"86872","Belgian",2001,"Francis Al<U+00FF>s"
"86890","Italian",2008,"Maurizio Cattelan"
"86891","Italian",2008,"Maurizio Cattelan"
"86892","Italian",2008,"Maurizio Cattelan"
"86893","Italian",2008,"Maurizio Cattelan"
"86894","Italian",2008,"Maurizio Cattelan"
"86895","Italian",2008,"Maurizio Cattelan"
"86896","Italian",2008,"Maurizio Cattelan"
"86897","Italian",2008,"Maurizio Cattelan"
"86898","Italian",2008,"Maurizio Cattelan"
"86899","Italian",2008,"Maurizio Cattelan"
"86900","Italian",2008,"Maurizio Cattelan"
"86901","Italian",2008,"Maurizio Cattelan"
"86902","Italian",2008,"Maurizio Cattelan"
"86903","Italian",2008,"Maurizio Cattelan"
"86904","Italian",2008,"Maurizio Cattelan"
"86905","Italian",2008,"Maurizio Cattelan"
"86906","Italian",2008,"Maurizio Cattelan"
"86907","Italian",2008,"Maurizio Cattelan"
"86908","Italian",2008,"Maurizio Cattelan"
"86909","Italian",2008,"Maurizio Cattelan"
"86910","Italian",2008,"Maurizio Cattelan"
"86911","Italian",2008,"Maurizio Cattelan"
"86912","Italian",2008,"Maurizio Cattelan"
"86913","Italian",2008,"Maurizio Cattelan"
"86914","Italian",2008,"Maurizio Cattelan"
"86915","Italian",2008,"Maurizio Cattelan"
"86916","Italian",2008,"Maurizio Cattelan"
"86917","Italian",2008,"Maurizio Cattelan"
"86918","Italian",2008,"Maurizio Cattelan"
"86919","Italian",2008,"Maurizio Cattelan"
"86920","Italian",2008,"Maurizio Cattelan"
"86921","Italian",2008,"Maurizio Cattelan"
"86922","Italian",2008,"Maurizio Cattelan"
"86923","Italian",2008,"Maurizio Cattelan"
"86924","Italian",2008,"Maurizio Cattelan"
"86925","Italian",2008,"Maurizio Cattelan"
"86926","Italian",2008,"Maurizio Cattelan"
"86927","Italian",2008,"Maurizio Cattelan"
"86928","Italian",2008,"Maurizio Cattelan"
"86929","Italian",2008,"Maurizio Cattelan"
"86930","Italian",2008,"Maurizio Cattelan"
"86931","Italian",2008,"Maurizio Cattelan"
"86932","Italian",2008,"Maurizio Cattelan"
"86933","Italian",2008,"Maurizio Cattelan"
"86934","Italian",2008,"Maurizio Cattelan"
"86937","French",1984,"G¨¦rard Duch¨¨ne"
"86938","French",1984,"G¨¦rard Duch¨¨ne"
"86939","French",1984,"G¨¦rard Duch¨¨ne"
